Hãng xe,Dòng xe,Đời xe,Phiên bản,Màu xe,Công tơ mét (km),Nhập khẩu,Tình trạng,Giá (VNĐ)
Ford,Territory,2012,AT,Bạc,84383,Nhập khẩu Úc,Tốt,747000000
Mitsubishi,Attrage,2019,MT,Đỏ,39983,Nhập khẩu,Tốt,345000000
Honda,HR-V,2015,MT,Bạc,27303,Nhập khẩu,Tốt,397000000
Honda,CR-V,2022,G,Xanh,8376,Nhập khẩu Úc,Rất tốt,1055000000
Kia,Cerato,2016,LUX,Ghi,23666,Nhập khẩu Nhật,Rất tốt,628000000
Ford,Ranger,2024,LUX,Ghi,5978,Trong nước,Mới,1228000000
Peugeot,5008,2018,LUX,Bạc,51971,Nhập khẩu Úc,Trung bình,435000000
Kia,EV6,2024,LUX,Bạc,4932,Nhập khẩu,Mới,2015000000
Hyundai,Creta,2019,S,Đen,79555,Trong nước,Tốt,448000000
Hyundai,Accent,2012,MT,Xanh,128533,Nhập khẩu,Trung bình,254000000
Toyota,Vios,2018,E,Đỏ,51333,Nhập khẩu,Rất tốt,331000000
Honda,CR-V,2020,RX,Trắng,10295,Trong nước,Tốt,681000000
Honda,Civic,2015,TYPE R,Xanh,85350,Nhập khẩu Nhật,Trung bình,436000000
Peugeot,3008,2016,MT,Xanh,49770,Nhập khẩu Úc,Trung bình,614000000
Honda,Jazz,2026,LUX,Đỏ,5835,Nhập khẩu,Mới,715000000
Toyota,Innova,2017,Venturer,Nâu,77595,Trong nước,Trung bình,499000000
Mazda,Mazda3,2026,Luxury,Cam,3018,Trong nước,Mới,749000000
Mazda,Mazda3,2020,MT,Nâu,67272,Nhập khẩu Úc,Trung bình,445000000
Toyota,Land Cruiser Prado,2025,MT,Trắng,1006,Nhập khẩu Nhật,Mới,4495000000
Toyota,Fortuner,2013,Legender,Nâu,81228,Nhập khẩu Nhật,Trung bình,655000000
Hyundai,Kona,2023,MT,Xanh,5061,Nhập khẩu,Rất tốt,739000000
Kia,Sorento,2025,LUX,Xám,18099,Trong nước,Rất tốt,1348000000
Ford,Ranger,2025,MT,Trắng,835,Nhập khẩu,Mới,1742000000
Nissan,Z,2017,AT,Trắng,25483,Nhập khẩu,Tốt,2170000000
Hyundai,Palisade,2015,LUX,Bạc,42273,Trong nước,Rất tốt,1514000000
Ford,EcoSport,2017,LUX,Trắng,45724,Trong nước,Tốt,427000000
Ford,Mustang,2017,AT,Cam,33264,Nhập khẩu Mỹ,Tốt,1472000000
Toyota,Land Cruiser Prado,2020,S,Vàng,30234,Trong nước,Tốt,3641000000
Hyundai,Creta,2025,MT,Bạc,4095,Nhập khẩu Nhật,Mới,1424000000
Land Rover,Range Rover Evoque,2014,AT,Vàng,21912,Trong nước,Trung bình,2544000000
Toyota,Corolla Altis,2017,LUX,Vàng,41183,Trong nước,Tốt,497000000
Mazda,BT-50,2013,S,Trắng,111465,Nhập khẩu,Trung bình,442000000
Mitsubishi,Pajero Sport,2024,MT,Xám,8191,Trong nước,Mới,2165000000
Toyota,Hilux,2020,AT,Đen,39681,Trong nước,Rất tốt,730000000
Peugeot,508,2022,LUX,Trắng,21768,Trong nước,Rất tốt,887000000
Audi,Q5,2012,S,Trắng,40486,Trong nước,Tốt,2004000000
Kia,Sportage,2021,MT,Đen,12414,Nhập khẩu,Rất tốt,1115000000
Toyota,Hilux,2014,S,Trắng,37495,Trong nước,Rất tốt,694000000
Toyota,Yaris,2023,MT,Trắng,29955,Nhập khẩu,Rất tốt,697000000
Toyota,Innova,2018,Venturer,Trắng,164562,Nhập khẩu,Trung bình,367000000
Peugeot,5008,2020,S,Bạc,25661,Trong nước,Tốt,828000000
Nissan,Leaf,2023,AT,Trắng,5136,Trong nước,Rất tốt,1351000000
Kia,Sonet,2023,S,Bạc,7112,Trong nước,Rất tốt,538000000
Kia,Cerato,2017,AT,Xám,41379,Nhập khẩu Úc,Trung bình,441000000
Ford,Everest,2023,AT,Xanh,17097,Nhập khẩu Mỹ,Rất tốt,1788000000
Honda,CR-V,2022,L,Xanh,6092,Trong nước,Rất tốt,1148000000
Kia,Carens,2012,LUX,Ghi,177904,Nhập khẩu Mỹ,Trung bình,381000000
Porsche,Cayenne,2025,MT,Xanh,3179,Nhập khẩu,Mới,8853000000
Kia,Morning,2018,LUX,Vàng,107609,Trong nước,Trung bình,157000000
Mazda,MX-5,2025,S,Cam,10615,Trong nước,Mới,3022000000
Chevrolet,Spark,2024,MT,Xám,9857,Nhập khẩu Mỹ,Mới,530000000
Audi,A4,2022,S,Xanh,18065,Trong nước,Rất tốt,2299000000
Toyota,Veloz,2023,S,Trắng,18798,Nhập khẩu Mỹ,Rất tốt,830000000
Toyota,Hilux,2016,MT,Trắng,75886,Nhập khẩu,Tốt,538000000
Ford,Explorer,2016,MT,Đen,74494,Trong nước,Trung bình,774000000
Toyota,Fortuner,2015,AT,Xanh,64375,Nhập khẩu,Trung bình,629000000
Toyota,Hilux,2023,S,Trắng,65182,Trong nước,Tốt,735000000
Kia,Sonet,2014,AT,Trắng,92481,Trong nước,Tốt,312000000
Hyundai,Stargazer,2022,MT,Đen,26004,Trong nước,Rất tốt,465000000
Mazda,CX-5,2026,Signature,Trắng,14415,Trong nước,Mới,966000000
Honda,City,2015,MT,Trắng,33358,Nhập khẩu,Tốt,423000000
Mitsubishi,Attrage,2013,LUX,Trắng,24813,Nhập khẩu Mỹ,Tốt,363000000
Hyundai,Kona,2019,LUX,Vàng,40061,Nhập khẩu Nhật,Tốt,535000000
Nissan,Kicks,2014,S,Đen,59694,Nhập khẩu Nhật,Tốt,264000000
Kia,Cerato,2018,MT,Cam,82151,Nhập khẩu Nhật,Trung bình,451000000
Audi,Q5,2019,AT,Đỏ,37290,Trong nước,Trung bình,1569000000
Suzuki,Crossover,2021,S,Cam,29456,Trong nước,Tốt,515000000
Honda,Accord,2018,MT,Đen,43454,Trong nước,Tốt,676000000
Honda,HR-V,2013,MT,Bạc,22142,Nhập khẩu Nhật,Trung bình,411000000
Toyota,Innova,2012,Venturer,Xám,72528,Trong nước,Tốt,503000000
Mazda,MX-5,2026,S,Trắng,12323,Nhập khẩu Úc,Mới,3110000000
Suzuki,Swift,2023,LUX,Xanh,7399,Trong nước,Rất tốt,424000000
Chevrolet,Equinox,2020,AT,Trắng,30751,Trong nước,Tốt,872000000
Honda,CR-V,2019,RX,Xám,49216,Nhập khẩu Úc,Trung bình,743000000
Kia,Sonet,2014,LUX,Ghi,29864,Nhập khẩu Mỹ,Tốt,412000000
Mercedes-Benz,E-Class,2020,AT,Xanh,13030,Nhập khẩu Nhật,Tốt,2935000000
Honda,CR-V,2023,L,Đen,59804,Trong nước,Tốt,801000000
Audi,A4,2021,AT,Bạc,21509,Nhập khẩu,Tốt,1599000000
Kia,EV6,2025,MT,Đen,1806,Nhập khẩu Nhật,Mới,3006000000
Mitsubishi,Attrage,2020,LUX,Xanh,14322,Nhập khẩu Nhật,Tốt,435000000
Toyota,Yaris,2020,AT,Xanh,35332,Nhập khẩu,Tốt,554000000
Hyundai,Palisade,2017,AT,Xanh,71710,Nhập khẩu Nhật,Tốt,1393000000
Kia,Seltos,2016,MT,Bạc,76736,Nhập khẩu,Tốt,446000000
Ford,Ranger,2013,AT,Cam,25066,Trong nước,Tốt,894000000
Honda,CR-V,2017,L,Đen,143196,Nhập khẩu,Trung bình,539000000
Hyundai,Kona,2024,LUX,Bạc,3451,Trong nước,Mới,774000000
Suzuki,Crossover,2012,S,Xanh,40677,Nhập khẩu,Tốt,460000000
Kia,K5,2020,LUX,Đen,24273,Nhập khẩu,Trung bình,719000000
Honda,Jazz,2016,MT,Trắng,47192,Trong nước,Rất tốt,209000000
Honda,City,2012,MT,Cam,129559,Nhập khẩu,Trung bình,223000000
Mitsubishi,Attrage,2012,S,Bạc,165681,Nhập khẩu Úc,Trung bình,156000000
Honda,CR-V,2022,RX,Xanh,10062,Nhập khẩu Mỹ,Rất tốt,1188000000
Toyota,Land Cruiser Prado,2023,LUX,Bạc,32924,Trong nước,Tốt,3927000000
Nissan,Kicks,2014,S,Xám,103659,Trong nước,Trung bình,227000000
Ford,Explorer,2017,AT,Xám,166897,Nhập khẩu,Trung bình,539000000
Honda,Civic,2024,MT,Vàng,1974,Trong nước,Mới,1169000000
Mazda,BT-50,2024,LUX,Trắng,6022,Nhập khẩu Mỹ,Mới,957000000
Toyota,Wigo,2022,AT,Nâu,9493,Trong nước,Rất tốt,386000000
Mazda,BT-50,2017,S,Bạc,115579,Nhập khẩu Nhật,Trung bình,492000000
Toyota,Vios,2014,MT,Trắng,20293,Nhập khẩu Nhật,Tốt,369000000
BMW,X5,2014,AT,Bạc,65759,Trong nước,Trung bình,2625000000
Hyundai,Santa Fe,2026,AT,Bạc,2900,Trong nước,Mới,2394000000
Honda,City,2026,MT,Trắng,2727,Trong nước,Mới,547000000
Nissan,Almera,2019,S,Trắng,54344,Trong nước,Tốt,437000000
Honda,Accord,2014,AT,Trắng,124888,Nhập khẩu Úc,Trung bình,526000000
Chevrolet,Spark,2025,MT,Trắng,6576,Trong nước,Mới,294000000
Hyundai,Accent,2014,AT,Xanh,125517,Nhập khẩu Úc,Trung bình,197000000
Mazda,Mazda6,2018,MT,Bạc,26678,Nhập khẩu Nhật,Tốt,706000000
Honda,Civic,2017,TYPE R,Xám,60311,Nhập khẩu,Trung bình,445000000
Hyundai,Accent,2013,AT,Bạc,52934,Nhập khẩu,Rất tốt,279000000
Toyota,Camry,2020,3.5Q,Trắng,10269,Trong nước,Trung bình,700000000
Audi,Q5,2014,MT,Xám,64756,Trong nước,Trung bình,1209000000
Chevrolet,Cruze,2016,S,Đen,79581,Nhập khẩu Mỹ,Trung bình,322000000
Ford,Mustang,2013,LUX,Đen,69295,Nhập khẩu Úc,Trung bình,2054000000
BMW,X1,2020,AT,Xám,40655,Nhập khẩu,Rất tốt,1489000000
BMW,3 Series,2020,AT,Trắng,29483,Trong nước,Tốt,1758000000
Suzuki,Crossover,2012,S,Bạc,23799,Nhập khẩu Úc,Rất tốt,517000000
Toyota,Hilux,2019,AT,Đỏ,19704,Nhập khẩu Nhật,Trung bình,704000000
Suzuki,Vitara,2016,AT,Đỏ,69913,Nhập khẩu,Trung bình,354000000
Kia,Sorento,2020,MT,Đen,17395,Nhập khẩu,Tốt,1201000000
Peugeot,2008,2013,AT,Trắng,24564,Trong nước,Rất tốt,444000000
Chevrolet,Equinox,2018,LUX,Đen,36334,Nhập khẩu Mỹ,Tốt,1019000000
Peugeot,2008,2019,LUX,Trắng,45710,Nhập khẩu Mỹ,Trung bình,356000000
Honda,City,2021,RS,Trắng,19167,Nhập khẩu Úc,Tốt,395000000
Mitsubishi,Triton,2012,MT,Đen,90098,Trong nước,Tốt,393000000
Mazda,CX-30,2015,MT,Trắng,76769,Trong nước,Tốt,486000000
Toyota,Vios,2017,AT,Bạc,42258,Nhập khẩu,Tốt,498000000
Honda,Accord,2015,AT,Bạc,97328,Nhập khẩu,Tốt,852000000
Hyundai,Elantra,2025,AT,Xanh,7322,Nhập khẩu Mỹ,Mới,651000000
Toyota,Raize,2016,AT,Trắng,75801,Nhập khẩu Mỹ,Trung bình,325000000
Hyundai,Palisade,2019,MT,Xanh,45633,Nhập khẩu,Trung bình,1516000000
Honda,Jazz,2020,MT,Bạc,10263,Trong nước,Tốt,466000000
Nissan,Navara,2017,LUX,Trắng,85581,Nhập khẩu,Trung bình,592000000
Kia,Seltos,2015,AT,Xám,45941,Nhập khẩu Mỹ,Trung bình,523000000
Honda,City,2024,MT,Đen,20005,Trong nước,Rất tốt,367000000
Kia,EV6,2013,S,Cam,113701,Nhập khẩu,Trung bình,1070000000
Kia,EV6,2021,S,Trắng,30377,Nhập khẩu Nhật,Tốt,2320000000
Nissan,X-Trail,2012,LUX,Vàng,35982,Nhập khẩu Nhật,Rất tốt,695000000
Toyota,Corolla Cross,2022,MT,Đen,8189,Nhập khẩu Nhật,Rất tốt,689000000
Toyota,Land Cruiser Prado,2020,MT,Bạc,19570,Nhập khẩu Nhật,Rất tốt,3990000000
Ford,EcoSport,2020,S,Trắng,24889,Nhập khẩu Úc,Trung bình,373000000
Toyota,Wigo,2022,S,Đen,9914,Trong nước,Rất tốt,224000000
Mitsubishi,Attrage,2022,MT,Đỏ,15128,Trong nước,Rất tốt,444000000
Audi,Q7,2023,MT,Đen,7530,Trong nước,Rất tốt,4969000000
Toyota,Hilux,2017,S,Trắng,229205,Nhập khẩu,Trung bình,263000000
Toyota,Corolla Cross,2022,S,Đỏ,6598,Trong nước,Rất tốt,746000000
Hyundai,Stargazer,2024,MT,Nâu,18811,Trong nước,Rất tốt,624000000
Chevrolet,Captiva,2014,MT,Bạc,154668,Trong nước,Trung bình,414000000
Audi,A4,2021,AT,Xanh,27139,Nhập khẩu,Trung bình,1351000000
Hyundai,Creta,2021,X,Xám,39685,Trong nước,Trung bình,608000000
Mazda,CX-5,2012,AT,Trắng,51503,Nhập khẩu Úc,Rất tốt,552000000
Toyota,Land Cruiser Prado,2012,S,Đen,74689,Trong nước,Tốt,2583000000
Hyundai,Kona,2026,LUX,Trắng,2914,Nhập khẩu Úc,Mới,753000000
Nissan,Navara,2018,S,Nâu,28616,Trong nước,Tốt,555000000
Honda,City,2018,MT,Trắng,47805,Trong nước,Tốt,288000000
Mazda,Mazda6,2016,S,Ghi,57917,Nhập khẩu Nhật,Tốt,658000000
Toyota,Camry,2022,2.5G,Trắng,17129,Nhập khẩu,Rất tốt,1179000000
Hyundai,Elantra,2023,LUX,Trắng,9729,Trong nước,Rất tốt,605000000
Kia,EV6,2023,MT,Bạc,11401,Trong nước,Rất tốt,2183000000
Toyota,Raize,2019,MT,Xanh,18329,Nhập khẩu Mỹ,Trung bình,584000000
Land Rover,Discovery,2013,MT,Cam,22953,Nhập khẩu,Trung bình,2824000000
Toyota,Veloz,2022,S,Vàng,9092,Nhập khẩu Nhật,Rất tốt,341000000
Ford,Escape,2014,MT,Đỏ,24243,Nhập khẩu,Rất tốt,748000000
Honda,Jazz,2014,LUX,Bạc,26025,Nhập khẩu Mỹ,Rất tốt,495000000
Honda,Accord,2021,AT,Đen,48554,Nhập khẩu Úc,Trung bình,786000000
Kia,Morning,2023,S,Trắng,5555,Nhập khẩu Nhật,Rất tốt,384000000
Chevrolet,Trailblazer,2012,S,Xám,79163,Trong nước,Trung bình,469000000
Toyota,Fortuner,2012,SR5,Đen,37502,Trong nước,Tốt,855000000
Hyundai,Creta,2022,AT,Trắng,33730,Trong nước,Tốt,602000000
Honda,Accord,2017,S,Bạc,56496,Trong nước,Rất tốt,914000000
Toyota,Yaris,2017,MT,Trắng,40057,Nhập khẩu Nhật,Trung bình,422000000
Mazda,Mazda6,2017,AT,Cam,60098,Nhập khẩu,Trung bình,580000000
Chevrolet,Trailblazer,2018,S,Trắng,33285,Trong nước,Rất tốt,608000000
Toyota,Land Cruiser Prado,2013,S,Trắng,65694,Nhập khẩu,Trung bình,1997000000
Porsche,Macan,2021,MT,Trắng,12797,Nhập khẩu,Trung bình,3185000000
Volvo,XC60,2018,AT,Đỏ,235627,Nhập khẩu Nhật,Trung bình,999000000
Nissan,Kicks,2015,LUX,Bạc,50489,Nhập khẩu Úc,Tốt,452000000
Toyota,Fortuner,2025,SR5,Xám,2996,Nhập khẩu,Mới,2104000000
Toyota,Hilux,2026,MT,Trắng,8670,Trong nước,Mới,989000000
Kia,Seltos,2014,MT,Xám,44881,Nhập khẩu Nhật,Tốt,593000000
Mitsubishi,Outlander,2015,LUX,Nâu,118527,Nhập khẩu,Trung bình,373000000
Toyota,Corolla Cross,2021,S,Bạc,23929,Nhập khẩu Nhật,Trung bình,683000000
Suzuki,Swift,2013,LUX,Bạc,89926,Nhập khẩu Úc,Trung bình,304000000
Honda,HR-V,2020,MT,Bạc,12614,Nhập khẩu,Rất tốt,702000000
Toyota,Wigo,2025,S,Đỏ,13101,Nhập khẩu,Mới,448000000
Honda,Jazz,2025,S,Trắng,9315,Nhập khẩu Úc,Mới,788000000
Nissan,Z,2016,LUX,Đen,33084,Nhập khẩu Mỹ,Tốt,2170000000
Chevrolet,Captiva,2025,MT,Bạc,1098,Nhập khẩu,Mới,988000000
Hyundai,Creta,2020,S,Trắng,18745,Nhập khẩu,Tốt,611000000
Mazda,MX-5,2025,LUX,Trắng,26128,Nhập khẩu,Rất tốt,2241000000
Chevrolet,Colorado,2020,AT,Trắng,16827,Trong nước,Rất tốt,862000000
Mitsubishi,Triton,2014,S,Xám,53497,Nhập khẩu,Tốt,738000000
Mitsubishi,Pajero Sport,2015,S,Đỏ,21676,Nhập khẩu,Tốt,1342000000
Honda,City,2021,RS,Xanh,21642,Nhập khẩu,Trung bình,353000000
Hyundai,Accent,2025,SE,Trắng,5929,Nhập khẩu Nhật,Mới,466000000
Mitsubishi,Xpander,2026,MT,Vàng,21421,Trong nước,Rất tốt,697000000
Honda,HR-V,2021,LUX,Trắng,26725,Nhập khẩu Úc,Rất tốt,709000000
Kia,Carnival,2014,LUX,Trắng,114041,Trong nước,Trung bình,595000000
Ford,Ranger,2021,AT,Trắng,28219,Nhập khẩu,Tốt,927000000
Mitsubishi,Xforce,2013,AT,Đỏ,22290,Nhập khẩu Nhật,Tốt,436000000
Mazda,CX-8,2014,MT,Đen,40809,Nhập khẩu Mỹ,Rất tốt,719000000
Toyota,Innova,2017,V,Trắng,67132,Trong nước,Trung bình,543000000
Toyota,Fortuner,2022,MT,Trắng,47107,Nhập khẩu Úc,Trung bình,1480000000
Chevrolet,Equinox,2022,LUX,Bạc,32438,Nhập khẩu,Tốt,1163000000
Ford,Everest,2017,LUX,Trắng,34257,Nhập khẩu,Trung bình,824000000
Hyundai,Creta,2016,MT,Trắng,33673,Nhập khẩu,Tốt,709000000
Honda,HR-V,2021,AT,Đỏ,15166,Nhập khẩu Úc,Rất tốt,641000000
Ford,Mustang,2017,MT,Đen,160660,Nhập khẩu,Trung bình,932000000
Mazda,CX-30,2016,LUX,Xám,125327,Trong nước,Trung bình,447000000
Hyundai,Santa Fe,2016,LUX,Đen,102012,Trong nước,Trung bình,541000000
Hyundai,Ioniq 5,2018,LUX,Đen,33954,Nhập khẩu Nhật,Rất tốt,1895000000
Toyota,Innova,2019,G,Cam,41673,Nhập khẩu Mỹ,Trung bình,602000000
Toyota,Vios,2025,MT,Trắng,4369,Nhập khẩu Mỹ,Mới,735000000
Toyota,Corolla Cross,2012,MT,Đen,36072,Nhập khẩu Mỹ,Tốt,553000000
Toyota,Vios,2017,G,Vàng,58678,Nhập khẩu Nhật,Tốt,496000000
Hyundai,Stargazer,2015,MT,Đen,21703,Nhập khẩu Nhật,Tốt,601000000
Toyota,Wigo,2024,MT,Bạc,989,Trong nước,Mới,408000000
Hyundai,Stargazer,2014,S,Nâu,139720,Trong nước,Trung bình,354000000
Hyundai,Kona,2026,LUX,Trắng,9751,Trong nước,Mới,689000000
Hyundai,Palisade,2016,AT,Đen,50232,Nhập khẩu,Tốt,1450000000
Honda,City,2020,RS,Đỏ,26745,Nhập khẩu Nhật,Rất tốt,357000000
Mazda,CX-30,2019,LUX,Xám,32557,Nhập khẩu Nhật,Tốt,673000000
Honda,Jazz,2022,MT,Đen,23901,Nhập khẩu Nhật,Rất tốt,662000000
Toyota,Land Cruiser Prado,2015,LUX,Xám,104333,Nhập khẩu Mỹ,Trung bình,1966000000
Toyota,Wigo,2023,S,Đen,25172,Trong nước,Rất tốt,394000000
Toyota,Corolla Altis,2017,MT,Bạc,90528,Nhập khẩu Nhật,Tốt,476000000
Toyota,Land Cruiser Prado,2023,MT,Đen,8203,Nhập khẩu,Rất tốt,4441000000
Toyota,Wigo,2022,AT,Xám,10774,Nhập khẩu,Rất tốt,442000000
Mitsubishi,Pajero Sport,2014,S,Trắng,54902,Nhập khẩu Mỹ,Rất tốt,1347000000
Ford,Everest,2020,LUX,Trắng,19238,Nhập khẩu,Trung bình,949000000
BMW,X7,2025,S,Nâu,9843,Nhập khẩu Nhật,Mới,10328000000
Hyundai,Accent,2019,MT,Ghi,30181,Trong nước,Tốt,409000000
Toyota,Yaris,2020,S,Trắng,13421,Nhập khẩu Úc,Trung bình,472000000
Chevrolet,Cruze,2023,S,Xám,12129,Trong nước,Rất tốt,578000000
Peugeot,508,2022,MT,Trắng,59708,Nhập khẩu Mỹ,Tốt,1047000000
Kia,Sorento,2015,S,Trắng,34081,Trong nước,Tốt,942000000
Toyota,Innova,2025,Venturer,Bạc,6630,Nhập khẩu Mỹ,Mới,1597000000
Kia,Sportage,2017,AT,Trắng,51204,Nhập khẩu Úc,Trung bình,767000000
Kia,Sorento,2019,MT,Bạc,17799,Nhập khẩu Nhật,Rất tốt,1333000000
Hyundai,Tucson,2016,S,Xám,56805,Nhập khẩu Nhật,Rất tốt,590000000
Toyota,Wigo,2014,S,Bạc,86616,Nhập khẩu,Tốt,250000000
Chevrolet,Colorado,2019,S,Xám,42357,Trong nước,Tốt,481000000
Chevrolet,Spark,2018,LUX,Xanh,93149,Nhập khẩu,Trung bình,219000000
Mitsubishi,Xforce,2019,MT,Trắng,27957,Nhập khẩu Nhật,Tốt,708000000
Kia,Cerato,2017,AT,Trắng,24960,Nhập khẩu,Trung bình,389000000
Toyota,Innova,2023,Venturer,Bạc,43608,Nhập khẩu Úc,Tốt,747000000
Suzuki,Vitara,2023,LUX,Xám,11651,Nhập khẩu Nhật,Rất tốt,658000000
Nissan,Z,2018,AT,Trắng,47641,Nhập khẩu Úc,Tốt,1771000000
Toyota,Wigo,2018,MT,Cam,74668,Nhập khẩu Nhật,Tốt,252000000
Ford,Focus,2021,MT,Xanh,19016,Nhập khẩu Úc,Tốt,715000000
Toyota,Hilux,2013,MT,Trắng,89264,Nhập khẩu Úc,Tốt,801000000
Kia,Sportage,2022,LUX,Trắng,7037,Nhập khẩu Úc,Rất tốt,778000000
Toyota,Raize,2023,MT,Đen,9820,Trong nước,Rất tốt,423000000
Ford,Explorer,2025,S,Đen,1094,Nhập khẩu,Mới,2195000000
Hyundai,Kona,2023,AT,Bạc,28341,Trong nước,Rất tốt,679000000
Kia,K5,2021,S,Đen,15792,Nhập khẩu Nhật,Tốt,1004000000
Kia,Sportage,2014,AT,Đen,89505,Nhập khẩu Mỹ,Trung bình,530000000
Hyundai,Creta,2021,X,Bạc,76008,Nhập khẩu Úc,Trung bình,437000000
Toyota,Innova,2017,G,Trắng,61266,Nhập khẩu Nhật,Trung bình,681000000
Hyundai,Ioniq 5,2017,MT,Nâu,62712,Nhập khẩu Nhật,Tốt,1234000000
Hyundai,Tucson,2019,LUX,Nâu,38487,Trong nước,Tốt,740000000
Kia,EV6,2026,S,Trắng,2760,Nhập khẩu,Mới,2024000000
BMW,X3,2018,LUX,Đen,39533,Trong nước,Trung bình,1893000000
Toyota,Raize,2019,AT,Cam,50086,Trong nước,Tốt,335000000
Toyota,Fortuner,2014,AT,Đỏ,250000,Nhập khẩu Nhật,Trung bình,429000000
Toyota,Raize,2013,MT,Vàng,172725,Nhập khẩu Nhật,Trung bình,229000000
Honda,Accord,2026,LUX,Đen,13871,Trong nước,Mới,1697000000
Hyundai,Accent,2012,MT,Nâu,140967,Nhập khẩu,Trung bình,146000000
Honda,Civic,2016,TYPE R,Trắng,54695,Nhập khẩu,Rất tốt,928000000
Mitsubishi,Pajero Sport,2020,S,Trắng,34640,Nhập khẩu,Tốt,1314000000
Audi,Q3,2014,AT,Xanh,143993,Nhập khẩu Nhật,Trung bình,826000000
Nissan,X-Trail,2021,LUX,Cam,21480,Nhập khẩu Úc,Trung bình,860000000
Kia,EV6,2013,LUX,Đỏ,199516,Trong nước,Trung bình,882000000
Suzuki,Ciaz,2020,LUX,Ghi,22362,Nhập khẩu Úc,Trung bình,430000000
Toyota,Land Cruiser Prado,2014,LUX,Trắng,70545,Trong nước,Tốt,2713000000
Toyota,Raize,2012,LUX,Trắng,88046,Nhập khẩu,Tốt,272000000
Lexus,LX,2018,AT,Nâu,129290,Nhập khẩu Úc,Trung bình,4644000000
Peugeot,3008,2014,MT,Đen,35429,Nhập khẩu,Tốt,720000000
Hyundai,Ioniq 5,2025,MT,Xám,9596,Nhập khẩu,Mới,2241000000
Kia,K5,2014,S,Trắng,60461,Nhập khẩu,Trung bình,394000000
Chevrolet,Spark,2019,AT,Xanh,26883,Nhập khẩu Úc,Rất tốt,299000000
Mitsubishi,Attrage,2026,S,Đỏ,10491,Nhập khẩu,Mới,523000000
Hyundai,Elantra,2015,MT,Nâu,64190,Nhập khẩu Úc,Trung bình,396000000
Mitsubishi,Xforce,2015,AT,Vàng,79492,Trong nước,Trung bình,288000000
Ford,EcoSport,2023,MT,Bạc,10459,Nhập khẩu Nhật,Rất tốt,657000000
Mazda,BT-50,2016,S,Đen,56100,Nhập khẩu,Tốt,582000000
Toyota,Hilux,2019,AT,Đen,51504,Trong nước,Trung bình,610000000
Nissan,Leaf,2020,S,Xanh,21938,Nhập khẩu Mỹ,Trung bình,1300000000
Honda,Civic,2021,TYPE R,Đỏ,15085,Nhập khẩu Mỹ,Rất tốt,1070000000
Kia,Seltos,2026,AT,Xám,22825,Trong nước,Rất tốt,806000000
Kia,Seltos,2023,LUX,Bạc,15028,Nhập khẩu,Rất tốt,836000000
Ford,Explorer,2020,AT,Ghi,40451,Nhập khẩu,Tốt,1130000000
BMW,5 Series,2015,S,Cam,49117,Trong nước,Trung bình,1300000000
Toyota,Corolla Altis,2022,MT,Đen,11141,Nhập khẩu Mỹ,Rất tốt,740000000
Honda,Accord,2022,AT,Trắng,12319,Nhập khẩu Nhật,Rất tốt,1135000000
Mercedes-Benz,GLC,2022,LUX,Trắng,12367,Nhập khẩu Nhật,Rất tốt,3884000000
Suzuki,Crossover,2013,MT,Đen,63211,Trong nước,Trung bình,434000000
Mazda,Mazda6,2017,MT,Xanh,63125,Nhập khẩu Úc,Tốt,785000000
Hyundai,Ioniq 5,2020,MT,Trắng,25811,Trong nước,Tốt,1539000000
Porsche,Cayenne,2020,S,Vàng,13329,Trong nước,Rất tốt,4576000000
Toyota,Yaris,2024,AT,Xám,4797,Nhập khẩu Nhật,Mới,715000000
Toyota,Wigo,2014,S,Trắng,30188,Nhập khẩu,Tốt,271000000
Nissan,Almera,2026,AT,Trắng,943,Nhập khẩu,Mới,810000000
Chevrolet,Colorado,2022,LUX,Xám,42769,Nhập khẩu,Tốt,686000000
Peugeot,5008,2018,MT,Xám,50292,Nhập khẩu Nhật,Tốt,858000000
Hyundai,Creta,2023,AT,Trắng,20082,Nhập khẩu Nhật,Rất tốt,836000000
Nissan,Leaf,2025,S,Đỏ,3596,Nhập khẩu,Mới,1497000000
Mitsubishi,Attrage,2013,LUX,Bạc,151817,Nhập khẩu,Trung bình,158000000
Kia,Carnival,2018,S,Đen,53604,Nhập khẩu Nhật,Trung bình,777000000
Toyota,Yaris,2022,LUX,Xám,25525,Nhập khẩu,Rất tốt,681000000
Mitsubishi,Pajero Sport,2021,LUX,Trắng,20574,Nhập khẩu Úc,Rất tốt,1622000000
Toyota,Raize,2012,LUX,Bạc,197054,Nhập khẩu,Trung bình,193000000
Hyundai,Kona,2018,MT,Trắng,80259,Nhập khẩu,Trung bình,320000000
Nissan,Almera,2022,MT,Trắng,31933,Trong nước,Tốt,478000000
